지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),weather
부산,2022-07-07,27.5,,4.4,91.5,1000.5,clouds
부산,2022-07-08,26.7,0.7,4.5,90.9,995.2,rain
부산,2022-07-09,27.6,,2.4,79.1,993.6,clouds
부산,2022-07-10,26.4,,2,85.6,997.8,clouds
부산,2022-07-11,24.8,42.6,1.3,92.3,998.1,rain
부산,2022-07-12,25.1,,2.6,80,1000.6,clouds
부산,2022-07-13,24.5,0.1,2,84.6,997.9,rain
부산,2022-07-14,26.8,0.1,3.5,85.3,991.5,rain
부산,2022-07-15,25.7,,2.6,86.8,990.8,clouds
부산,2022-07-16,26,,2.3,81.4,990,clouds
부산,2022-07-17,26.3,,2.9,75.6,992.3,clouds
부산,2022-07-18,22.8,63.1,2.7,95.8,992.1,rain
부산,2022-07-19,24.7,0.1,2.4,91.3,993.9,rain
부산,2022-07-20,26,0.1,2.9,79.5,997.8,rain
부산,2022-07-21,26.3,12.9,4.7,79,993.4,rain
부산,2022-07-22,25.1,,2.5,76.6,997.1,clouds
부산,2022-07-23,24.6,0.2,1.8,84.8,998.4,rain
부산,2022-07-24,25.1,23.4,3.6,89.8,995.1,rain
부산,2022-07-25,25.2,,2.3,89.9,1000.4,clouds
부산,2022-07-26,25.7,,2.4,83.4,1002.1,clouds
부산,2022-07-27,26.2,,2.5,77.3,1002.2,clouds
부산,2022-07-28,26.6,0.1,2.3,87.3,1003.4,rain
부산,2022-07-29,28.5,,2.5,77.9,1003.9,clear
부산,2022-07-30,28.1,0.1,3,77.8,1001,rain
부산,2022-07-31,27.1,1,2.7,89.5,999.7,rain
부산,2022-08-01,27.5,0.3,3.5,87.4,1000.5,rain
부산,2022-08-02,27.1,3.7,7.2,93.4,1003.1,rain
부산,2022-08-03,27.7,1.3,4.8,88.1,1002.9,rain
부산,2022-08-04,28.7,0.1,4,83.1,1000.9,rain
부산,2022-08-05,29,0.1,4.1,81.6,998.2,rain
부산,2022-08-06,29.2,,3.6,82.8,997.7,clear
부산,2022-08-07,29,,4.8,84.4,999.6,clouds
부산,2022-08-08,28.9,,5.8,80,1000.7,clouds
부산,2022-08-09,28.6,,5.6,78.4,1000.4,clouds
부산,2022-08-10,28.1,,4.8,81.1,999.4,clouds
부산,2022-08-11,27.4,1.4,4.3,84.8,998,rain
부산,2022-08-12,28.1,,3,85.3,997.2,clouds
부산,2022-08-13,27.2,0.4,2.6,87.5,998.1,rain
부산,2022-08-14,28.3,,4.5,80.4,998.7,clouds
부산,2022-08-15,29,,6.1,78.5,996.4,clouds
부산,2022-08-16,26.1,52.6,3.9,90.4,996.6,rain
부산,2022-08-17,22.9,23.4,1.7,94.6,998.2,rain
부산,2022-08-18,24.8,,2.3,85.3,999.5,clouds
부산,2022-08-19,26.6,,4.3,82.4,996.3,clouds
부산,2022-08-20,25.6,29.2,3.1,94.3,994.4,rain
부산,2022-08-21,26,,2.7,70.5,996.8,clouds
부산,2022-08-22,25.7,,2.7,59.6,996.4,clouds
부산,2022-08-23,26.8,0.3,3,71.9,997.3,rain
부산,2022-08-24,22.2,25.5,3.2,88.5,999.3,rain
부산,2022-08-25,24.5,,3,75.6,998.5,clouds
부산,2022-08-26,25,,2.7,67.4,997.9,clouds
부산,2022-08-27,24.6,,2.4,63.8,1000.1,clouds
부산,2022-08-28,23,,3.1,63.4,1005.8,clouds
부산,2022-08-29,24.3,0.1,2.5,73,1006,rain
부산,2022-08-30,24,2.4,2.1,86.8,1001.9,rain
부산,2022-08-31,22.6,36.2,1.9,93.4,998.9,rain
부산,2022-09-01,21.9,1.8,2.7,86.5,1004.1,rain
부산,2022-09-02,20.9,29.9,3.2,96.9,1006.4,rain
부산,2022-09-03,22.7,7.4,3.2,97.1,1005.3,rain
부산,2022-09-04,25.8,2.8,2.3,91.9,1001.9,rain
부산,2022-09-05,26.2,17.8,3.2,92.6,995.3,rain
부산,2022-09-06,24.5,69.2,5.4,75.1,989.3,rain
부산,2022-09-07,23.3,,2.4,60.3,1007.3,clear
부산,2022-09-08,22.7,,2.6,65.8,1008.3,clouds
부산,2022-09-09,23.1,,3.1,71.8,1008.1,clouds
부산,2022-09-10,22.8,,3.2,72.9,1008,clouds
부산,2022-09-11,23.8,,2.6,76.1,1005.9,clouds
부산,2022-09-12,24.5,,2.6,79,1005,clouds
부산,2022-09-13,24.7,,3.8,75.9,1005.9,clouds
부산,2022-09-14,24.3,,4.2,74.4,1006.3,clouds
부산,2022-09-15,24.3,,3.9,75.5,1003.5,clouds
부산,2022-09-16,25.1,,2.5,85,1000.9,clouds
부산,2022-09-17,25.8,0.3,2.4,80.8,998.9,rain
부산,2022-09-18,26.4,19,4.7,78.6,990.2,rain
부산,2022-09-19,24.1,14.2,5.6,75.8,986.2,rain
부산,2022-09-20,19.3,,3.5,63.1,1004,clouds
부산,2022-09-21,18.9,,3.1,63.3,1008.4,clouds
부산,2022-09-22,20.3,,2.7,72.8,1005.9,clouds
부산,2022-09-23,22.4,,3.1,67.3,1002.8,clouds
부산,2022-09-24,20,,2.8,51.6,1006.5,clouds
부산,2022-09-25,20.3,0.1,2.2,64.6,1007.1,rain
부산,2022-09-26,20.5,0.1,1.7,74.8,1007.3,rain
부산,2022-09-27,21.6,0.1,2.1,76.3,1006.2,rain
부산,2022-09-28,21.8,,2.1,77.3,1004.6,clouds
부산,2022-09-29,22.6,,1.9,70.6,1005.2,clear
부산,2022-09-30,22.1,,1.8,75.8,1006.9,clear
부산,2022-10-01,23.4,,1.8,64.5,1008.3,clouds
부산,2022-10-02,23.9,,1.8,77,1009.1,clouds
부산,2022-10-03,24.2,2.9,6.7,89.1,1006.8,rain
부산,2022-10-04,21.8,4.7,6.2,88.9,1003.8,rain
부산,2022-10-05,18.3,0.1,3,75.9,1010,rain
부산,2022-10-06,18.1,0.7,2,77.5,1009,rain
부산,2022-10-07,17.2,0.1,2.8,71,1008.8,rain
부산,2022-10-08,17.2,,3.7,61.9,1014.5,clouds
부산,2022-10-09,17.3,1.4,2.7,75.5,1007.7,rain
부산,2022-10-10,14.8,,5.1,55.9,1004.6,clouds
부산,2022-10-11,14.7,,3,61.3,1010.7,clear
부산,2022-10-12,17.1,,2.5,63,1016.1,clouds
부산,2022-10-13,19,,3.3,62,1014.3,clouds
부산,2022-10-14,19,,2.9,66.9,1010.2,clouds
부산,2022-10-15,19.7,,2.8,68.9,1009.6,clouds
부산,2022-10-16,20.4,,2.4,70.9,1008.1,clouds
부산,2022-10-17,18.1,,4.3,50,1005.8,clear
부산,2022-10-18,13.2,,4,40.8,1010.9,clear
부산,2022-10-19,13,,2.8,41.5,1014.9,clear
부산,2022-10-20,15.9,,2.3,44.3,1017.6,clear
부산,2022-10-21,17.9,0.1,3.5,58.6,1014.7,rain
부산,2022-10-22,19.2,0.1,3.2,61.8,1010.1,rain
부산,2022-10-23,17,,2.9,62.5,1007.6,clouds
부산,2022-10-24,13.8,,3.1,49.5,1009.7,clear
부산,2022-10-25,13.7,,3.5,53.9,1017,clear
부산,2022-10-26,15.9,,2.3,60.3,1017.4,clouds
부산,2022-10-27,17.6,,1.6,59.5,1014.8,clear
부산,2022-10-28,17.2,0.1,2.6,68.8,1015.8,rain
부산,2022-10-29,15.7,,2.7,73,1016.9,clouds
부산,2022-10-30,14.8,,2.8,72.8,1016.1,clouds
부산,2022-10-31,15.9,,2.9,64.4,1014.3,clear
부산,2022-11-01,17,,1.5,60.9,1011.1,clear
부산,2022-11-02,16.7,,1.6,63.8,1010.2,clear
부산,2022-11-03,16.4,,2.5,48,1007.8,clear
부산,2022-11-04,11.6,,3.3,35,1010.1,clear
부산,2022-11-05,10.6,,3.4,26.1,1013.6,clear
부산,2022-11-06,12.2,,2.3,41.4,1014.6,clear
부산,2022-11-07,14,,2.1,48.5,1013.3,clear
부산,2022-11-08,15.4,,1.9,47.4,1014.9,clear
부산,2022-11-09,15.2,,2.2,53,1015.2,clear
부산,2022-11-10,16.9,,2.4,49.1,1014.9,clouds
부산,2022-11-11,17.5,,2.8,69,1016.5,clear
부산,2022-11-12,19.1,1.9,2.2,81.4,1009.7,rain
부산,2022-11-13,17.8,24.8,4.4,76.6,1003.8,rain
부산,2022-11-14,12.8,,2.2,67.4,1008,clouds
부산,2022-11-15,11.3,,3.1,50.8,1007.1,clear
부산,2022-11-16,12.8,,2.1,50.1,1010.7,clear
부산,2022-11-17,12.8,,2.8,46,1013.9,clouds
부산,2022-11-18,14.4,,2.8,61.3,1015.9,clear
부산,2022-11-19,16.1,,3.3,65.5,1012.7,clouds
부산,2022-11-20,15.3,0.1,2.3,70.6,1010.3,rain
부산,2022-11-21,15.4,,1.7,66.1,1011.4,clouds
부산,2022-11-22,14.6,10.9,2.1,76.9,1009.6,rain
부산,2022-11-23,14.6,0.2,2.8,72.9,1005.8,rain
부산,2022-11-24,12.9,,2.3,50.3,1010.7,clouds
부산,2022-11-25,14.3,,2.3,65.4,1009.5,clouds
부산,2022-11-26,15,,2.8,50.1,1006.6,clear
부산,2022-11-27,13.6,,2.4,45.5,1011.1,clouds
부산,2022-11-28,17.9,1.1,3.2,75.6,1007.7,rain
부산,2022-11-29,14.9,22.4,4.6,72,1001.8,rain
부산,2022-11-30,2.7,,4.6,29.3,1016.2,clouds
부산,2022-12-01,0.7,,3.1,32.6,1019,clouds
부산,2022-12-02,2.3,,2.3,40.4,1019.7,clouds
부산,2022-12-03,7,,2.2,51.1,1015.7,clouds
부산,2022-12-04,6.5,,3.6,32.1,1016.8,clouds
부산,2022-12-05,3.5,,3.9,22.3,1015.5,clouds
부산,2022-12-06,4.1,,3.7,40,1013.9,clear
부산,2022-12-07,7.2,,3.8,44.6,1014.1,clouds
부산,2022-12-08,7.8,,2.3,40.5,1015.5,clouds
부산,2022-12-09,9.5,,1.6,42.5,1012.5,clouds
부산,2022-12-10,9.3,,2.5,47.3,1008.8,clouds
부산,2022-12-11,7.6,,4,40.8,1010.7,clear
부산,2022-12-12,8,2,2.4,70.5,1009.5,rain
부산,2022-12-13,6.4,,5.1,47.3,1008.1,clear
부산,2022-12-14,-0.4,,3.7,41.8,1015.2,clear
부산,2022-12-15,1.6,,3.5,48.9,1015.6,clear
부산,2022-12-16,3.6,,3.7,32.1,1016.6,clouds
부산,2022-12-17,0.4,,3.5,33.8,1013.1,clear
부산,2022-12-18,-3.5,,3.1,35.9,1012.1,clear
부산,2022-12-19,-0.6,,2.2,42.3,1016.3,clear
부산,2022-12-20,3,,2,42,1015.9,clouds
부산,2022-12-21,4.5,19.4,2.1,81.3,1002.4,rain
부산,2022-12-22,0,0.1,4.5,49.1,997.8,snow
부산,2022-12-23,-3.7,0.1,7.3,43.9,999.6,snow
부산,2022-12-24,-2,,4.4,49.5,1006.5,clear
부산,2022-12-25,1.7,,4.4,39.3,1010.3,clear
부산,2022-12-26,2.9,,3.7,35.3,1013.5,clear
부산,2022-12-27,3.8,,3.4,31.8,1016.5,clear
부산,2022-12-28,2.9,,2.9,47.1,1018.2,clouds
부산,2022-12-29,1.8,,2.7,46.1,1021.2,clear
부산,2022-12-30,2.4,,2.4,52.5,1021,clear
부산,2022-12-31,2.6,,3,50.3,1019.4,clear
